,0
6967,0.030794742084874985
7160,0.0
7060,0.03456119068578214
7196,0.0020910309333578205
7080,0.06239903144254451
6962,0.0
7095,0.0020910309333578205
7226,0.07309175774069021
7354,0.014948056254288869
7119,0.0033323647405962688
7002,0.0
7143,0.003752298624700771
6924,0.005255594570316993
7197,0.0
7250,0.013247362449024379
7132,0.004419514107166974
7287,0.0
7115,0.05565454687699691
7042,0.00799434367941239
7151,0.021057011569130712
7024,0.0035644176177507814
7088,0.03507406084620006
7121,0.02031331274576667
7044,0.0005050857205816553
7050,0.0
7053,0.02901614550657215
7217,0.01413646684739398
7120,0.0
6997,0.06426900314614328
7083,0.00018792705144017016
7048,0.005744682325978971
7097,0.0
6914,0.0
7213,0.0
7091,0.0018837382066497247
6947,0.027107241141964538
6971,0.0448302576790893
7149,0.02398953445122367
7252,0.0658982956344371
7051,0.0021212115361580294
7062,0.0
7191,0.0
7262,0.0413248407118531
6991,0.009465786162730543
7104,0.0
7092,0.0
6970,0.07322054350004904
7224,0.04806579159796976
6972,0.007791113723985612
7101,0.00041892243970291314
7006,0.003205272524723384
7271,0.0
7282,0.03476352421079041
7028,0.0
7162,0.023528706254420852
7069,0.01398844579659764
7310,0.0
6866,0.005920739287543755
7249,0.009897689610282454
7194,0.0
6960,0.011444439776760329
6981,0.0
7253,0.014771052908557347
7353,0.0009958658328695998
7156,0.017790212082834975
7084,0.016612723971298187
7315,0.0050753497616537295
7124,0.0
7167,0.004256436949937259
6816,0.0
7184,0.0
7280,0.003908710485740249
7311,0.0005804366653523761
7052,0.07273678031036418
7239,0.051305553429605404
6764,0.0
7071,0.0
7102,0.0
7135,0.0244056121939927
7208,0.0
7352,0.0
7276,0.0
7203,0.009204150477904844
7288,0.0
7000,0.01660608132295681
7082,0.02114532081077566
7175,0.00704946965448925
7181,0.017191180976828074
7346,0.0
7223,0.009239395617342877
7094,0.0010880066733442567
7314,0.008053638284718239
7089,0.013320426464221949
7035,0.0007806023399038123
7008,0.0
7118,0.045174937017344076
7064,0.003014870168963869
7344,0.005221643263243553
7272,0.010958427952720957
7086,0.003818669533322406
7122,0.0018799312104261822
7283,0.0030046690622206784
7081,0.006538012882252576
7169,0.0
7146,0.0
7133,0.0
7055,0.012473438207597392
7186,0.0
7270,0.0
7243,0.01518685747863573
7085,0.0
6992,0.02013722237342162
7067,0.0030256223604581043
7127,0.0
7240,0.027238481599536367
7013,0.009176084226794166
7047,0.015835606199844515
7180,0.017661819240688152
7193,0.01294519402788184
7291,0.0
7342,0.0
7017,0.0030838206135916767
7074,0.0
7279,0.0
7258,0.0
7255,0.0
7188,0.0
7273,0.0
7100,0.07979369199521505
7266,0.0
7312,0.015753448165097786
7313,0.0
7238,0.0
7030,0.006168417361720046
6961,0.0
7116,0.0
7041,0.0
6959,0.07166229058282102
6988,0.0
7147,0.024506531892262533
7218,0.0
7103,0.0
7296,0.0
7285,0.009176084226794166
7256,0.0
7009,0.0
7277,0.036124794745484405
6963,0.036985219709106114
7215,0.0
7117,0.001445942361618977
7316,0.0
7063,0.0
7075,0.011124243433819877
6819,0.0
6999,0.0
7001,0.0
7015,0.0
7274,0.0
7018,0.0
7221,0.0
6748,0.0
7098,0.0060165663978173495
7134,0.0
7337,0.0
7245,0.0
7349,0.0
7187,0.0
7264,0.05360764995653434
7176,0.0037944199813822804
7322,0.0016911145056013556
7268,0.0008978514855000428
7079,0.0008978514855000428
7177,0.0008978514855000428
7139,0.019153691913409883
7325,0.0
7005,0.004244536694486105
7189,0.0
6983,0.0011133104428589597
7011,0.0011133104428589597
7152,0.004040573440747304
7200,0.0
7347,0.0
7093,0.0
7178,0.0
7343,0.0
7096,0.0
7229,0.0
7278,0.0
7077,0.0
7234,0.0
7136,0.0
6954,0.0006762213620816712
7281,0.0
7190,0.0
6774,0.0
7099,0.0001448855404230658
7220,0.0
7195,0.0
6976,0.0
6878,0.0
6989,0.0
6908,0.0
6955,0.0
6868,0.0
7185,0.0
