idx,country,continent,industry,sector,stage,current_sit,foundation,first_money,date,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
17,United States,North America,Medical Devices & Equipment,Healthcare,Series B,Acquired,0.2589841003046576,1.1078245295927172,-0.4953927209975677,0.12112369540443103,-0.07832742365145451,-0.33346897534370523,1.0552908603214617,-0.4905174058216428,-0.11222767975814464,-0.12047076339207313,-0.21894926778783044,-0.14356877499043444,0.03085636121966378,-0.008834209237537485,-0.01805002471537295,0.4146537350560077,0.3716327781328271,0.3643057445743143,-0.26155858844455415,-0.5949118946450469,-0.5318495788689876,-0.06140577621645091,-0.4107293077367747,-0.5109126233520798,-0.35357535810070734,-0.5864408216339403,-0.5710792510807174,-0.4785590281988235,-0.39718977863958116,-0.5106362325177116,0.6942300237898872,0.34039992324828117,0.5273881877359785,1.5217000551975306,0.42080663318995004,-1.0969330706236093,-1.2951448917439392,0.324277085667459,-0.21366416582915387,0.4003090479131925,1.5783325480100594,0.4977325571740679,-0.3428276967095364,-0.39079571022961135
23,United States,North America,Drug Development,Healthcare,Grant,IPO / Went public,-0.8725729843377974,0.5047400416491091,-1.1024315877325492,-0.34813465006379074,-0.6976147867613275,-0.4080260276644455,0.23909624860489945,-0.5298907551595166,0.07028218628796369,1.793404902216388,0.7881562145259802,1.6085976511400748,-1.0705685377327232,-1.0236047801948047,-1.0612242497823807,-0.69616321109104,-0.700069568811852,-0.7122639296041319,0.43042897149812,-0.6380155280076025,0.5190140368429774,0.24944653264530847,-0.39953881800073565,0.1863424597462706,0.39361362511941106,-0.6195869067057854,0.4910035685795067,-0.6771886428785844,-0.4410762636765534,-0.6083479541359416,-0.9364710894760839,-0.5615421850954055,-0.8030714323702512,0.15115293842942412,-0.8923750628763367,-0.6576751605738848,0.9990665405591775,-0.8448003830476275,-1.0539005169611761,-0.5228978142107925,-0.6641465649248555,0.19299636858627053,-0.5632357860233268,-1.1450388499827826
26,United States,North America,Medical Devices & Equipment,Healthcare,Series A,Alive / Active,-0.165349806436263,0.36932801986090824,-1.7094704544675308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8856259318198587,,,,,,,,,,
32,United States,North America,Medical Devices & Equipment,Healthcare,Series C,Alive / Active,0.2589841003046576,0.44462928415524544,0.11164614573741381,0.9223788862943282,-0.6976147867613275,0.7619118685093071,1.006451628991566,-0.648010803173138,-0.6984064260003514,1.793404902216388,-0.214667147000307,-0.18793359614277746,0.6407557239587143,0.20904470078601806,0.7494007723826013,0.5284774607903344,0.17344024639824526,0.7039690037082819,0.4506643265432203,-0.6380155280076025,-0.0675308169134045,0.5592096235364434,-1.4073718352450875,0.37041510496742885,0.46878248109660975,-0.6195869067057854,-0.11480256104483853,0.7860633209493163,-0.40676265189483984,-0.0653637188970162,0.7638660866925496,0.6914143105812783,0.789562645973195,0.7576296990653,0.5999787939462212,-0.27236120438991596,-0.5075817271305317,0.5757386587147987,0.3981943806822043,0.5421058684423753,0.04541393190614033,-0.19225333110974496,-0.17094635569947478,0.6851548514826967
36,United States,North America,Drug Development,Healthcare,Grant,Alive / Active,,-1.5767145571830887,0.41516557910490454,-0.5065298580453984,0.2393308239795358,-0.24562089875657953,-0.7501051317209544,-0.1306887410394074,-0.37525660435400665,-0.3219313600935411,0.5163168155519813,0.10843061311441979,-0.04351761236389979,0.3380674979198073,0.14554699497697202,-0.2938725353119211,0.10008956473503086,-0.10507620251257754,-0.2829172683135078,0.8269827732888422,0.21777084874663072,-0.5856328227112206,0.3474284153285091,-0.2437137751362437,-0.2828431003666567,0.8308281207344654,0.2198652039243022,-0.6737470222009749,-0.4317221225490896,-0.6019285132140326,-0.6654662031065526,-0.2732370314531366,-0.5144590353738149,-0.8856259318198587,1.1336466209656004,-0.0059441261141432115,0.9990665405591775,1.3099803935800372,0.21698223954401166,-0.14614288792956384,-0.6641465649248555,0.390729428288645,-0.5605951678308365,-0.13864522213503036
46,United States,North America,Pharmaceuticals / Drugs,Internet,Series B,Alive / Active,0.40042873588496447,0.6817572658083169,0.7186850124723954,0.2535731097164028,-0.6976147867613275,0.1341852532328048,-0.1698288408352443,-0.38552180758731275,-0.39672835330060763,1.793404902216388,-0.1494010841919467,0.36135952986306635,0.8259789139076915,0.43251813442992854,0.6643419524407452,0.39463419977998415,0.09118549697727674,0.2653900033369198,-0.028317375059165255,-0.6380155280076025,-0.5434494077696959,-0.19281071481978404,-1.4932331240676597,-0.73081860699666,-0.05024041396934297,-0.6195869067057854,-0.5400371707996929,-0.3458594651096074,-0.4260240065715172,-0.38766006177862455,0.94215136378332,0.21991269959568577,0.5520393695651418,1.7944085693145826,0.373437358105615,0.1867128519778412,-0.7937363238367501,0.324277085667459,0.875684359908794,0.35334678859607505,-0.2934575642623922,-0.6476654624851621,-0.42348933134474703,0.1992507074941393
47,United States,North America,Healthcare Software,Software (non-internet/mobile),Venture Capital,Acquired,-0.30679444201656986,0.6363769140761857,-1.7094704544675308,0.3362675598000626,1.2172503973266147,0.7062829729103225,-1.0572128405919934,-0.5364529800491622,-0.7735575473134548,-0.23061965450915667,0.6500885298264991,0.22749991862979563,-0.7000586368318372,-0.38582573253431685,-0.5549693383443149,0.7047955437950836,1.1881633738109183,0.9618334593613092,0.20782373588050243,1.6188852200209065,0.8870001609591063,0.6731569164510606,1.8133600126962597,1.2722801435347069,0.2238051381043276,1.6600342249848217,0.9134846539702608,0.6771904216166821,3.0773829988140906,1.8609082617450443,0.4893784366707844,0.875623263673069,0.6744645641670941,-0.8856259318198587,-0.1641183850163897,-0.8029935669061244,0.9990665405591775,-0.07026104695937395,-1.2041184645149432,0.3176911875278876,-0.6641465649248555,0.7030579719163307,0.40995794126669377,-0.26224446615377717
50,United States,North America,Medical Devices & Equipment,Healthcare,Series D,Acquired,-0.5896837131771836,0.3453405728134796,-0.19187328763007694,0.3531521411170473,1.236842012355361,0.7253533900554062,-0.9794011838969053,-0.4336447901113807,-0.6726403272644302,-0.7509353742425398,-0.11217437334960113,-0.45098517811536676,0.37888897994649967,0.8038072784925384,0.5962465037484477,0.5785060569325319,1.0505678244071084,0.8269142839659828,-0.11948776861972567,1.090706854972748,0.44064159062590436,0.02367296647770139,1.0569993476635273,0.49008937107952605,-0.13566593175557712,1.0717057106514791,0.42135597996927754,-0.28607216239214167,0.5752762711992955,0.10482508654270854,0.6919247397459725,1.0771199823767625,0.88298791997735,-0.8856259318198587,-0.06193378073078685,0.6215671739568918,0.9990665405591775,0.03841766202876736,0.006894074697371046,0.4376410397644693,-0.6641465649248555,-0.6648274952518124,-0.4271726344554897,0.38343706651656756
54,United States,North America,Medical Devices & Equipment,Healthcare,Series A,IPO / Went public,0.2589841003046576,1.6333568913274266,-0.19187328763007694,0.6908832348279971,-0.22914198139089592,0.9632851085526414,1.08922998717783,-0.59988782064907,-0.8003972334967061,-0.03988652593368005,-0.24545044159800417,-0.4299614042334115,0.515330512741877,0.2984450008751729,0.6534732341974426,0.7390976597905923,0.49252106046143673,0.8776844996002264,0.3446804000303908,-0.6372124636492833,0.8507122458524481,0.4773972490192749,-1.0792357043882848,0.9268212358219537,0.35997319409327627,-0.618853173595423,0.8617066527745192,0.0396664933651969,-0.3087345357077121,0.17092622805262134,0.7668357680247764,0.8971146784727853,0.8855238493405556,1.187931808678707,0.9027583643344379,-0.3846527001921012,-0.8718235864189128,0.8770935651489212,0.2895659595750888,0.9061266460395215,0.6438617718784043,0.4692912233678808,0.1852940556326732,0.7513764053267706
64,United States,North America,Biotechnology,Healthcare,Series A,Acquired,-0.023905170855956136,0.43341938082542586,0.41516557910490454,-0.6740981259872266,-0.8920485683824159,-0.7440896875818201,1.1107523603062586,0.6567782457180683,1.2179471674837863,-0.1756858896238397,-0.8610028059162804,-0.4091897458265514,0.20218576321285336,-0.04491005333111996,0.0913223523206664,-0.04145996288232394,-0.2622007236011073,-0.14786759468123103,-0.8789200293886434,-0.6380155280076025,-0.789746008793771,-1.3791991047509404,-1.245627807828328,-1.4941688841291483,-0.8689881263808992,-0.6195869067057854,-0.7709878338742459,-0.6563598105230243,-0.4406936117272195,-0.5892278522225769,0.24244866644409435,-1.021770700130815,-0.0011769048803504623,0.15115293842942412,-1.3518538691752813,,0.9990665405591775,-1.3334802954971894,0.08629083535473411,-0.2120992148285341,-0.6641465649248555,-1.7642856583551394,-0.5643135893672004,-0.6228705224613563
